term,coef,se,p_value,odds_ratio,ci_low,ci_high,n,p_fdr_bh,model_family,cluster,scope,strategy
Intercept,-1.6867261566182035,0.49711214262952663,0.0006911912161354085,0.18512460194020455,0.0698736997316172,0.49047235762745545,5411,0.0036863531527221785,binomial_gee_exchangeable,note_id,full_hybrid,话题转移
C(reply_source_type)[T.browser],-26.0552229998755,0.5450422641986842,0.0,4.8345986495184206e-12,1.6611585460173874e-12,1.4070507693538776e-11,5411,0.0,binomial_gee_exchangeable,note_id,full_hybrid,话题转移
is_author,0.581333506040856,0.400612543358029,0.14674878882947845,1.7884217124938104,0.8155707705134597,3.921734737631218,5411,0.3976766136476279,binomial_gee_exchangeable,note_id,full_hybrid,话题转移
source_negative,-0.2507442335970795,0.3442104823934288,0.4663308626753746,0.7782213889922243,0.3963741149096551,1.5279214951335225,5411,0.6217744835671661,binomial_gee_exchangeable,note_id,full_hybrid,话题转移
is_author:source_negative,-0.7235823527888485,0.797941772633443,0.3645067678130326,0.4850116572391574,0.10151504883050687,2.317255523864573,5411,0.6217744835671661,binomial_gee_exchangeable,note_id,full_hybrid,话题转移
log_reply_length,-0.8364800995938793,0.13457635623399727,5.111123830313154e-10,0.43323277899813184,0.33278795692557855,0.5639946905903732,5411,4.088899064250523e-09,binomial_gee_exchangeable,note_id,full_hybrid,话题转移
e0,-0.05178024878297263,0.3515689552442167,0.8829083844846998,0.9495375059402457,0.4767059662761594,1.8913576480494603,5411,0.9338991164643361,binomial_gee_exchangeable,note_id,full_hybrid,话题转移
e1,0.46376095469258355,0.3214722553303057,0.14912873011786046,1.5900428327290264,0.8467712719222441,2.9857368733986815,5411,0.3976766136476279,binomial_gee_exchangeable,note_id,full_hybrid,话题转移
e2,0.12590281415091015,0.4237329188449216,0.7663689694176277,1.1341719374639176,0.49429948191657586,2.602361586022776,5411,0.875850250763003,binomial_gee_exchangeable,note_id,full_hybrid,话题转移
e3,0.22372279208110088,0.2683251513682824,0.4044078087076858,1.250724260699025,0.7391942742188409,2.116238221615341,5411,0.6217744835671661,binomial_gee_exchangeable,note_id,full_hybrid,话题转移
e4,0.37277193591618285,0.492966959231399,0.44954106253815185,1.451753209309111,0.5524218496582595,3.8151774446342133,5411,0.6217744835671661,binomial_gee_exchangeable,note_id,full_hybrid,话题转移
e5,-1.4258161170865993,1.2110289596227828,0.23905215742031094,0.24031226021524366,0.022383462412429212,2.580029011851681,5411,0.546404931246425,binomial_gee_exchangeable,note_id,full_hybrid,话题转移
e6,-0.3571617648136295,0.8811528736494727,0.6852315623359154,0.6996593083222109,0.12440394373041225,3.934948788944574,5411,0.8433619228749728,binomial_gee_exchangeable,note_id,full_hybrid,话题转移
e7,-0.6080320035581996,0.3491840161103043,0.08163207173862498,0.5444212345437437,0.27460195255405057,1.0793604264841994,5411,0.3265282869544999,binomial_gee_exchangeable,note_id,full_hybrid,话题转移
e8,-0.37801485123539813,0.5099770440827275,0.4585485676918172,0.6852203242219695,0.25219066822128294,1.8617932853680292,5411,0.6217744835671661,binomial_gee_exchangeable,note_id,full_hybrid,话题转移
e9,0.04894203235338407,0.5900884325545075,0.9338991164643361,1.0501594737023339,0.33034051415338317,3.33847915395172,5411,0.9338991164643361,binomial_gee_exchangeable,note_id,full_hybrid,话题转移
